"","E","N","agua_10","esg_10","lixo_10","palfac_10","rnmpr_10","v7_10,v21_10","v22_10","v3_10","v4_10","v5_10","v1_10","v8_10","uso_10","NA"
"5095",286269.713295936,9115438.34519376,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5096",286277.053076923,9115439.03871637,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5097",286283.236986889,9115439.26989057,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5098",286291.848226001,9115441.17707776,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5099",286296.818471394,9115442.33294878,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5100",286303.522523319,9115443.95116821,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5101",286314.850059332,9115448.34347809,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5102",286321.785285462,9115445.45380054,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5103",286322.941156483,9115438.63416151,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5104",286273.469876756,9115424.18577374,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5105",286280.751864193,9115425.80399317,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5106",286287.802677425,9115427.1910384,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5107",286298.436690824,9115429.27160624,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5108",286292.426161512,9115428.46249652,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5109",286307.683658997,9115432.7392193,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5110",286305.256329852,9115439.21209702,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5111",286273.12311545,9115433.20156771,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5112",286279.711580273,9115433.89509032,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5113",286284.912999871,9115435.05096134,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5114",286291.154703388,9115435.86007106,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5115",286298.783452131,9115438.056226,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5116",286302.944587809,9115431.12099987,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5117",286313.809775412,9115434.35743873,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5118",286322.478808075,9115432.7392193,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5119",286274.22119292,9115418.69538639,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5120",286272.429592837,9115414.1874894,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5121",286273.816638063,9115411.06663764,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5122",286279.884960927,9115411.70236671,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5123",286283.468161094,9115412.68485707,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5124",286289.420896855,9115413.37837969,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5125",286296.413916536,9115415.57453463,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5126",286302.424445849,9115417.13496051,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5127",286309.186291325,9115418.92656059,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5128",286313.231839901,9115419.6200832,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5129",286317.508562681,9115420.71816067,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5130",286324.097027505,9115422.79872851,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5131",286326.928911508,9115431.23658697,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5132",286332.072537554,9115433.43274191,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5133",286334.384279598,9115422.1052059,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5134",286329.067272898,9115419.04214769,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5135",286272.949734797,9115406.90550197,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5136",286272.660767041,9115401.99305013,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5137",286278.324535047,9115396.84942408,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5138",286284.85520632,9115398.29426286,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5139",286290.287800122,9115400.721592,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5140",286296.182742332,9115401.73297914,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5141",286300.632845765,9115402.71546951,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5142",286303.551420095,9115403.553476,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5143",286305.949852465,9115404.68045024,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5144",286311.006788185,9115405.74963094,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5145",286316.09262068,9115407.07888261,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5146",286321.871975788,9115409.39062466,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5147",286326.900014732,9115411.7023667,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5148",286330.425421348,9115408.40813429,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5149",286322.334324197,9115405.98080514,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5150",286315.283510965,9115403.61126955,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5151",286278.353431823,9115391.93697223,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5152",286283.959406278,9115393.20843035,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5153",286289.045238773,9115395.46237884,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5154",286293.437548655,9115396.67604341,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5155",286297.714271435,9115398.6988177,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5156",286302.915691033,9115399.85468872,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5157",286307.596968671,9115400.72159199,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5158",286310.833407531,9115402.28201787,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5159",286334.008621515,9115402.57098563,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5160",286322.912259708,9115397.02280472,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5161",286315.861446475,9115393.90195297,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5162",286310.024297816,9115392.74608194,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5163",286304.765084667,9115390.60772055,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5164",286300.488361887,9115389.16288177,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5165",286293.032993798,9115386.73555263,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5166",286286.097767668,9115383.90366863,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5167",286279.249231864,9115384.51050091,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5168",286282.312290072,9115377.74865543,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5169",286289.363103304,9115380.40715878,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5170",286294.275555146,9115381.79420401,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5171",286300.748432867,9115384.39491381,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5172",286308.290491284,9115386.27320422,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5173",286316.988420721,9115389.3651592,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5174",286313.665291534,9115387.89142365,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5175",286322.421014523,9115391.70579802,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5176",286331.667982696,9115395.72244982,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5177",286342.417583198,9115399.8835855,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5178",286345.249467201,9115390.57882378,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5179",286336.869402294,9115391.8502819,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5180",286338.429828173,9115387.51576557,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5181",286339.296731439,9115381.56302981,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5182",286347.098860835,9115373.58751976,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5183",286341.608473483,9115373.99207461,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5184",286281.734354561,9115371.73812613,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5185",286282.601257827,9115367.5191969,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5186",286284.161683706,9115364.57172579,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5187",286284.566238564,9115361.91322244,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5188",286285.259761177,9115358.85016423,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5189",286288.496200037,9115353.01301558,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5190",286305.892058913,9115350.99024129,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5191",286311.498033368,9115355.55593182,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5192",286316.583865864,9115359.77486105,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5193",286322.709982278,9115361.27749338,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5194",286326.582150201,9115364.34055159,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5195",286313.751981861,9115369.36859053,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5196",286304.331633034,9115363.82040963,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5197",286306.296613771,9115358.85016424,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5198",286303.753697523,9115369.88873249,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5199",286316.988420721,9115379.82922328,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5200",286311.498033368,9115378.4999716,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5201",286306.874549282,9115375.61029405,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5202",286290.75014853,9115347.86938953,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5203",286293.813206737,9115343.6504603,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5204",286293.871000288,9115339.25815042,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5205",286302.251065195,9115341.85886022,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5206",286296.182742331,9115332.32292429,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5207",286298.205516619,9115328.56634347,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5208",286305.371916953,9115335.21260184,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5209",286298.899039232,9115323.42271742,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5210",286310.631130102,9115328.79751767,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5211",286316.583865864,9115328.97089833,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5212",286319.184575662,9115335.09701474,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5213",286323.808059749,9115330.64691131,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5214",286320.802795093,9115326.37018853,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5215",286318.259878845,9115321.11097538,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5216",286309.590846183,9115318.68364623,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5217",286305.082949198,9115316.9498397,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5218",286308.839530018,9115311.80621366,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5219",286310.804510755,9115306.83596826,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5220",286308.492768712,9115301.28778736,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5221",286312.075968879,9115292.50316759,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5222",286320.513827337,9115295.62401935,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5223",286326.871117956,9115297.70458719,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5224",286327.217879263,9115293.42786441,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5225",286337.389544253,9115306.37361985,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5226",286329.18286,9115317.46998166,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5227",286333.112821473,9115318.85702689,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5228",286339.816873399,9115319.5505495,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5229",286344.787118792,9115283.02502522,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5230",286328.026988978,9115272.85336023,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5231",286319.58913052,9115267.30517932,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5232",286344.902705894,9115233.20698418,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5233",286355.536719293,9115304.17746491,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5234",286343.515660668,9115192.98267263,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5235",286345.365054303,9115181.88631082,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5236",286346.463131773,9115164.54824549,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5237",286361.142693748,9115119.93162405,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5238",286371.89229425,9115099.81946828,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5239",286384.260114182,9115100.51299089,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5240",286388.594630513,9115065.08554408,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5241",286373.799481436,9115058.15031795,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5242",286374.261829844,9115038.73168478,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5243",286389.866088636,9115022.60728403,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5244",286378.076204216,9115024.10991636,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5245",286383.566591568,9115006.65626393,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5246",286376.978126745,9114997.0047409,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5247",286374.955352457,9115007.00302524,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5248",286387.207585287,9114986.65969526,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5249",286377.729442909,9114983.5388435,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5250",286386.282888469,9114971.22881712,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5251",286393.449288803,9114972.73144945,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5252",286388.594630512,9114963.60006838,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5253",286389.172566023,9114952.96605498,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5254",286393.911637212,9114956.20249384,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5255",286391.599895169,9114943.4879126,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5256",286387.438759491,9114940.94499635,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5257",286395.183095336,9114934.47211863,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5258",286388.47904341,9114933.43183471,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5259",286397.032488971,9114931.00450557,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5260",286390.212849943,9114929.38628614,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5261",286395.183095336,9114921.29518898,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5262",286396.685727664,9114910.77676269,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5263",286400.962450444,9114901.64538162,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5264",286412.289986457,9114903.95712366,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5265",286413.330270376,9114892.74517475,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5266",286406.62621845,9114889.62432299,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5267",286399.459818116,9114887.65934225,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5268",286400.673482689,9114877.97892245,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5269",286403.823231223,9114879.77052253,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5270",286401.916044037,9114875.49379975,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5271",286404.516753836,9114869.30988978,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5272",286405.614831306,9114861.91231524,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5273",286407.984366901,9114863.06818626,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5274",286397.697114808,9114859.94733451,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5275",286397.263663175,9114857.05765695,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5276",286400.817966566,9114856.82648275,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5277",286407.984366901,9114857.43331503,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5278",286399.315334238,9114852.57865674,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5279",286399.893269749,9114848.70648882,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5280",286400.875760118,9114844.19859184,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5281",286400.760173016,9114840.21083681,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5282",286402.147218242,9114836.16528824,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5283",286402.725153752,9114830.44372668,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5284",286415.728702746,9114835.52955917,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5285",286412.954612294,9114841.19332718,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5286",286417.982651238,9114825.18451353,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5287",286419.600870668,9114820.79220365,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5288",286405.26807,9114820.09868104,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5289",286405.152482898,9114816.28430666,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5290",286423.299657938,9114812.8166936,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5291",286407.001876532,9114801.08460273,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5292",286421.883715936,9114803.74310608,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5293",286418.994038382,9114803.51193188,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5294",286408.388921758,9114794.12047982,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5295",286421.161296548,9114796.60560252,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5296",286408.620095963,9114786.02938267,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5297",286422.259374018,9114789.32361508,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5298",286410.180521842,9114776.49344674,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5299",286425.726987083,9114779.90326626,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5300",286410.931838006,9114769.44263351,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5301",286426.131541941,9114767.65103343,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5302",286411.047425108,9114766.2639882,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5303",286411.972121926,9114758.57744591,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5304",286425.900367736,9114759.03979431,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5305",286415.844289848,9114749.96620679,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5306",286429.136806597,9114751.35325202,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5307",286415.613115644,9114739.15881274,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5308",286429.888122761,9114737.0782449,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5309",286416.48001891,9114732.80152212,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5310",286433.240148724,9114729.91184457,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5311",286420.352186833,9114725.80850244,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5312",286419.022935158,9114715.86801166,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5313",286433.529116479,9114720.60708284,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5314",286420.872328792,9114703.96254013,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5315",286436.129826278,9114706.73663059,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5316",286440.926691018,9114702.2287336,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5317",286421.970406263,9114694.88895261,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5318",286445.492381553,9114688.93621685,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5319",286449.01778817,9114690.43884918,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5320",286423.010690182,9114688.18490069,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5321",286424.282148306,9114682.40554558,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5322",286433.240148724,9114683.73479725,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5323",286426.189335492,9114675.12355814,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5324",286436.014239176,9114677.49309374,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5325",286426.882858105,9114666.74349323,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5326",286428.790045291,9114655.87830563,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5327",286431.332961538,9114640.50522104,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5328",286438.614948975,9114636.97981443,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5329",286437.343490851,9114643.6260728,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5330",286450.578214049,9114639.11817582,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5331",286453.988033563,9114642.18123402,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5332",286451.560704417,9114646.40016325,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5333",286449.306755925,9114650.33012473,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5334",286448.844407516,9114642.70137598,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5335",286444.798858941,9114649.11646015,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5336",286442.660497551,9114658.94136384,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5337",286446.070317064,9114660.50178972,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5338",286441.793594284,9114666.83018356,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5339",286440.724413589,9114670.67345471,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5340",286449.624620456,9114674.37224198,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5341",286445.001136369,9114679.45807448,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5342",286430.437161496,9114647.26706652,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5343",286456.328672381,9114628.77313018,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5344",286447.601846168,9114623.91847189,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5345",286437.661355382,9114622.93598152,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5346",286436.967832769,9114611.66623906,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5347",286438.64384575,9114612.24417457,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5348",286437.834736035,9114604.8754968,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5349",286441.909181386,9114603.4595548,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5350",286438.730536076,9114597.44902549,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5351",286439.106194158,9114589.24234124,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5352",286440.955587793,9114581.26683119,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5353",286441.3023491,9114574.50498571,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5354",286442.747187877,9114563.87097231,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5355",286444.53878796,9114547.80436511,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5356",286446.041420288,9114542.25618421,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5357",286445.57907188,9114531.85334501,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5358",286467.309447087,9114545.26144886,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5359",286459.44952414,9114542.60294551,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5360",286462.339201694,9114528.73249326,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5361",286456.906607892,9114523.18431235,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5362",286448.526542985,9114515.72894426,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5363",286453.670169031,9114505.84624702,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5364",286456.328672381,9114501.80069845,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5365",286468.349731006,9114514.91983454,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5366",286468.291937455,9114507.63784711,1,1,1,1,1,1,1,1,1,1,1,1,1,21
"5367",286459.565111242,9114478.56769091,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5368",286456.79102079,9114461.34521269,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5369",286464.073008226,9114447.70593463,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5370",286461.876853285,9114434.06665658,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5371",286470.892647254,9114432.67961135,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5372",286477.249937873,9114434.76017919,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5373",286483.780609145,9114419.67606236,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5374",286475.920686198,9114417.94225582,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5375",286478.752570201,9114391.87736429,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5376",286479.330505712,9114383.90185424,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5377",286483.029292981,9114383.78626714,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5378",286488.346299681,9114383.84406069,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5379",286484.734202738,9114373.84577635,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5380",286481.497763878,9114373.32563439,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5381",286483.49164139,9114366.30371793,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5382",286486.034557637,9114362.54713711,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5383",286489.097615845,9114356.47881425,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5384",286484.936480167,9114353.12678829,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5385",286484.069576901,9114358.03924013,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5386",286485.572209229,9114347.75198804,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5387",286486.699183475,9114341.16352322,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5388",286484.387441432,9114341.45249097,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5389",286487.074841557,9114335.55754876,1,1,1,1,1,1,1,1,1,1,1,1,1,24
"5390",286488.721957763,9114331.51200018,1,1,1,1,1,1,1,1,1,1,1,1,1,24
